order_id,order_date,customer_id,product,quantity,price,revenue
93,2022-07-07,639,Monitor,3,49.0,147.0
94,2023-01-15,938,Laptop,4,199.0,796.0
95,2023-05-08,276,Headphones,2,999.0,1998.0
96,2022-02-10,500,Laptop,2,99.0,198.0
97,2022-06-06,717,Monitor,3,99.0,297.0
98,2022-01-15,337,Phone,3,199.0,597.0
99,2022-03-06,932,Phone,4,199.0,796.0
100,2023-06-05,481,Headphones,2,49.0,98.0
101,2022-12-10,911,Phone,5,49.0,245.0
102,2022-05-09,1082,Tablet,5,199.0,995.0
103,2023-10-10,109,Laptop,1,999.0,999.0
104,2023-04-17,328,Laptop,3,49.0,147.0
105,2022-03-04,315,Phone,2,99.0,198.0
106,2022-05-19,1135,Tablet,1,99.0,99.0
107,2023-05-14,699,Laptop,2,499.0,998.0
109,2023-01-27,156,Phone,2,499.0,998.0
110,2023-11-06,887,Tablet,4,49.0,196.0
111,2023-02-23,1026,Monitor,1,999.0,999.0
112,2022-10-16,758,Phone,1,199.0,199.0
113,2023-01-14,722,Laptop,4,299.0,1196.0
114,2023-05-05,913,Headphones,1,99.0,99.0
115,2022-08-19,871,Phone,1,299.0,299.0
116,2022-02-10,13,Headphones,1,49.0,49.0
117,2022-01-28,608,Headphones,2,49.0,98.0
118,2022-05-15,498,Monitor,2,99.0,198.0
119,2022-07-20,238,Phone,3,499.0,1497.0
120,2022-02-02,1118,Monitor,2,299.0,598.0
121,2022-02-17,781,Monitor,3,199.0,597.0
122,2023-05-18,1195,Tablet,2,199.0,398.0
123,2023-02-11,606,Phone,1,49.0,49.0
124,2023-07-28,661,Phone,2,499.0,998.0
125,2023-12-29,849,Laptop,3,299.0,897.0
126,2022-04-09,936,Tablet,2,299.0,598.0
129,2023-07-01,714,Phone,1,499.0,499.0
130,2023-09-05,479,Phone,1,199.0,199.0
131,2023-04-07,565,Tablet,2,99.0,198.0
133,2022-01-05,384,Phone,3,199.0,597.0
134,2022-08-06,926,Phone,1,99.0,99.0
135,2023-05-18,417,Laptop,1,99.0,99.0
136,2023-02-02,308,Tablet,2,99.0,198.0
137,2023-01-28,649,Monitor,1,199.0,199.0
138,2022-07-26,1025,Headphones,4,99.0,396.0
140,2023-07-08,739,Headphones,1,299.0,299.0
141,2023-04-06,1122,Laptop,3,199.0,597.0
142,2023-11-22,140,Tablet,2,49.0,98.0
143,2023-07-29,974,Laptop,1,99.0,99.0
144,2022-08-29,1017,Headphones,1,499.0,499.0
145,2023-07-18,953,Tablet,3,299.0,897.0
146,2022-04-06,904,Tablet,5,99.0,495.0
147,2023-04-30,72,Monitor,4,999.0,3996.0
148,2023-02-11,107,Phone,1,49.0,49.0
152,2023-06-25,615,Laptop,3,99.0,297.0
153,2022-02-05,863,Phone,1,99.0,99.0
155,2022-06-09,416,Laptop,1,299.0,299.0
156,2023-11-30,506,Phone,1,499.0,499.0
157,2022-08-31,733,Laptop,3,99.0,297.0
158,2022-03-27,424,Phone,2,99.0,198.0
159,2023-08-01,390,Headphones,1,49.0,49.0
160,2023-11-13,342,Headphones,2,49.0,98.0
161,2023-07-11,946,Tablet,4,199.0,796.0
162,2023-07-28,614,Phone,3,49.0,147.0
163,2023-10-08,493,Headphones,1,299.0,299.0
164,2022-01-28,192,Tablet,5,199.0,995.0
165,2023-09-12,499,Phone,3,49.0,147.0
168,2022-11-27,139,Monitor,1,99.0,99.0
169,2023-10-02,856,Monitor,3,299.0,897.0
170,2023-05-21,817,Phone,1,199.0,199.0
171,2022-12-14,1173,Phone,2,49.0,98.0
173,2022-08-19,1087,Phone,4,49.0,196.0
174,2022-07-09,104,Phone,1,299.0,299.0
175,2022-08-13,871,Monitor,4,199.0,796.0
176,2023-01-20,668,Monitor,4,199.0,796.0
178,2022-10-10,1030,Monitor,2,299.0,598.0
180,2023-09-20,184,Tablet,4,99.0,396.0
181,2022-09-16,1052,Phone,2,499.0,998.0
183,2023-12-11,293,Phone,1,199.0,199.0
184,2023-04-01,177,Laptop,1,299.0,299.0
185,2023-02-15,58,Phone,4,199.0,796.0
186,2023-10-11,308,Phone,2,299.0,598.0
187,2022-11-14,977,Phone,4,299.0,1196.0
188,2023-11-08,1129,Headphones,1,299.0,299.0
190,2022-08-22,83,Monitor,5,199.0,995.0
192,2023-10-26,796,Laptop,4,199.0,796.0
193,2023-01-09,897,Headphones,1,299.0,299.0
195,2023-08-31,816,Phone,2,99.0,198.0
196,2023-04-17,609,Monitor,5,99.0,495.0
197,2022-08-21,447,Phone,5,999.0,4995.0
198,2023-11-23,460,Tablet,1,199.0,199.0
199,2022-04-23,968,Laptop,1,49.0,49.0
200,2023-05-12,472,Monitor,2,299.0,598.0
202,2023-07-18,900,Tablet,3,499.0,1497.0
203,2022-09-25,923,Phone,1,299.0,299.0
204,2023-05-25,137,Tablet,5,99.0,495.0
205,2023-01-21,367,Monitor,2,499.0,998.0
206,2023-01-22,912,Phone,3,199.0,597.0
207,2022-04-23,184,Tablet,2,499.0,998.0
208,2023-09-05,472,Phone,1,99.0,99.0
209,2023-09-17,654,Headphones,5,49.0,245.0
210,2022-03-22,749,Phone,2,199.0,398.0
211,2023-11-30,537,Monitor,4,99.0,396.0
212,2022-04-23,802,Monitor,5,299.0,1495.0
214,2023-10-04,510,Phone,2,299.0,598.0
217,2022-08-13,1097,Phone,1,299.0,299.0
218,2023-01-20,916,Tablet,1,499.0,499.0
219,2023-02-07,1034,Monitor,1,299.0,299.0
220,2023-09-30,152,Phone,1,199.0,199.0
221,2022-05-10,1029,Tablet,1,199.0,199.0
222,2022-02-22,464,Phone,1,299.0,299.0
226,2023-12-11,460,Phone,2,199.0,398.0
227,2023-02-20,105,Headphones,1,299.0,299.0
228,2022-09-04,162,Phone,2,299.0,598.0
229,2023-03-15,351,Headphones,3,299.0,897.0
230,2022-07-22,434,Headphones,1,199.0,199.0
231,2022-07-03,852,Phone,2,499.0,998.0
232,2022-05-03,140,Laptop,5,99.0,495.0
233,2023-02-05,1156,Monitor,3,49.0,147.0
234,2022-10-21,87,Phone,1,499.0,499.0
235,2022-10-07,183,Laptop,2,299.0,598.0
236,2023-09-02,368,Monitor,1,499.0,499.0
237,2022-07-17,129,Laptop,2,49.0,98.0
238,2023-05-26,670,Headphones,5,49.0,245.0
239,2022-05-24,149,Laptop,2,999.0,1998.0
240,2023-09-01,985,Laptop,4,49.0,196.0
241,2022-07-20,852,Phone,1,499.0,499.0
242,2022-05-04,628,Headphones,5,499.0,2495.0
243,2022-07-06,446,Tablet,2,299.0,598.0
245,2023-04-09,294,Phone,2,299.0,598.0
246,2022-12-15,1167,Phone,1,499.0,499.0
248,2023-02-07,878,Phone,3,99.0,297.0
249,2022-12-12,948,Tablet,1,99.0,99.0
250,2023-05-26,975,Tablet,3,49.0,147.0
251,2022-05-27,1049,Phone,1,499.0,499.0
252,2022-05-28,789,Headphones,1,499.0,499.0
254,2023-05-04,889,Headphones,1,199.0,199.0
255,2023-10-02,890,Laptop,2,299.0,598.0
256,2023-07-05,70,Phone,2,99.0,198.0
257,2022-12-04,625,Phone,2,299.0,598.0
258,2023-10-03,875,Phone,4,199.0,796.0
259,2023-04-18,1136,Tablet,2,999.0,1998.0
260,2022-05-31,471,Phone,1,499.0,499.0
261,2023-02-19,91,Phone,4,999.0,3996.0
262,2022-10-25,530,Monitor,1,499.0,499.0
263,2023-09-03,661,Tablet,2,499.0,998.0
264,2022-09-20,739,Monitor,5,49.0,245.0
265,2022-05-24,726,Phone,2,499.0,998.0
266,2022-12-12,872,Tablet,3,199.0,597.0
267,2023-09-16,192,Tablet,2,99.0,198.0
268,2023-07-26,138,Phone,3,49.0,147.0
269,2022-01-02,345,Phone,4,299.0,1196.0
270,2022-10-31,1009,Phone,1,99.0,99.0
271,2022-09-11,503,Laptop,1,199.0,199.0
272,2023-10-14,203,Phone,2,299.0,598.0
273,2023-03-29,573,Laptop,3,999.0,2997.0
274,2022-02-06,192,Tablet,1,499.0,499.0
276,2022-01-09,311,Headphones,1,99.0,99.0
277,2022-08-21,549,Monitor,5,99.0,495.0
278,2022-04-09,56,Laptop,2,99.0,198.0
279,2023-10-21,443,Headphones,1,49.0,49.0
281,2022-05-11,585,Phone,1,199.0,199.0
282,2023-02-08,752,Tablet,1,49.0,49.0
283,2022-06-01,360,Headphones,1,99.0,99.0
284,2022-02-23,819,Tablet,4,199.0,796.0
285,2022-04-30,30,Headphones,5,199.0,995.0
286,2023-11-04,108,Laptop,1,49.0,49.0
288,2023-08-10,717,Phone,1,99.0,99.0
289,2023-09-17,891,Tablet,2,49.0,98.0
290,2023-02-24,960,Monitor,1,49.0,49.0
291,2023-02-26,893,Headphones,1,199.0,199.0
292,2022-04-14,732,Phone,1,49.0,49.0
293,2022-09-11,606,Laptop,3,49.0,147.0
294,2022-08-15,457,Monitor,3,99.0,297.0
295,2022-04-22,615,Tablet,2,199.0,398.0
296,2023-05-25,698,Phone,1,49.0,49.0
297,2023-04-18,674,Phone,4,99.0,396.0
298,2022-04-09,543,Monitor,5,99.0,495.0
299,2022-06-02,857,Monitor,1,49.0,49.0
300,2022-12-04,897,Phone,1,199.0,199.0
301,2023-12-07,278,Phone,2,49.0,98.0
303,2023-12-21,111,Tablet,1,199.0,199.0
304,2023-11-12,385,Phone,2,99.0,198.0
305,2022-06-10,761,Phone,2,49.0,98.0
306,2023-08-03,694,Monitor,1,99.0,99.0
307,2023-02-02,405,Phone,2,999.0,1998.0
308,2022-10-04,22,Phone,5,299.0,1495.0
309,2023-05-19,678,Tablet,1,499.0,499.0
310,2023-01-27,611,Phone,2,499.0,998.0
313,2023-02-05,529,Tablet,2,199.0,398.0
314,2023-10-02,602,Phone,1,99.0,99.0
316,2023-11-19,166,Laptop,1,299.0,299.0
318,2023-04-15,496,Headphones,3,199.0,597.0
319,2023-01-10,590,Phone,1,299.0,299.0
320,2022-01-22,429,Monitor,2,199.0,398.0
321,2023-11-01,774,Tablet,1,99.0,99.0
322,2022-02-07,163,Headphones,2,99.0,198.0
323,2022-08-18,366,Phone,1,199.0,199.0
324,2022-12-31,72,Tablet,2,99.0,198.0
325,2023-07-17,655,Laptop,5,299.0,1495.0
326,2023-03-14,269,Phone,4,499.0,1996.0
328,2022-01-27,1016,Tablet,4,99.0,396.0
330,2022-10-04,1084,Laptop,5,99.0,495.0
331,2023-09-01,6,Monitor,1,99.0,99.0
332,2022-10-11,982,Tablet,1,299.0,299.0
334,2023-03-29,407,Headphones,1,49.0,49.0
335,2023-10-21,26,Laptop,3,99.0,297.0
336,2023-05-31,1029,Phone,4,299.0,1196.0
337,2023-07-01,986,Headphones,2,99.0,198.0
338,2022-07-11,390,Phone,3,199.0,597.0
339,2022-02-18,710,Phone,3,299.0,897.0
340,2023-05-27,571,Tablet,1,299.0,299.0
343,2022-08-08,785,Headphones,1,49.0,49.0
344,2022-06-07,526,Monitor,1,99.0,99.0
346,2022-02-15,903,Monitor,1,299.0,299.0
347,2023-01-08,384,Phone,1,49.0,49.0
348,2023-06-02,556,Phone,4,99.0,396.0
349,2022-04-09,887,Monitor,1,299.0,299.0
350,2022-02-06,19,Headphones,2,299.0,598.0
351,2022-10-07,575,Laptop,2,299.0,598.0
352,2022-12-15,751,Phone,2,499.0,998.0
354,2022-10-29,419,Phone,1,299.0,299.0
357,2022-04-09,432,Tablet,1,199.0,199.0
358,2023-12-01,44,Phone,2,99.0,198.0
359,2022-04-26,381,Phone,2,99.0,198.0
360,2022-07-10,145,Monitor,2,299.0,598.0
361,2022-09-10,363,Monitor,1,999.0,999.0
362,2022-06-10,1074,Phone,1,49.0,49.0
363,2022-09-13,1089,Phone,3,49.0,147.0
364,2022-11-19,355,Tablet,1,499.0,499.0
365,2022-05-08,800,Phone,3,999.0,2997.0
366,2022-01-18,1188,Phone,3,99.0,297.0
367,2023-07-20,1165,Monitor,1,99.0,99.0
368,2023-07-24,826,Laptop,1,299.0,299.0
369,2022-11-19,1152,Laptop,2,99.0,198.0
372,2022-10-15,463,Laptop,1,49.0,49.0
373,2023-10-25,808,Headphones,1,99.0,99.0
374,2023-10-01,187,Phone,2,99.0,198.0
375,2022-06-04,732,Laptop,3,49.0,147.0
376,2023-05-05,429,Phone,1,49.0,49.0
377,2023-01-21,858,Headphones,4,299.0,1196.0
378,2022-04-14,237,Tablet,5,49.0,245.0
379,2023-01-28,771,Phone,5,999.0,4995.0
380,2022-09-03,758,Headphones,3,99.0,297.0
381,2022-06-25,136,Phone,1,299.0,299.0
383,2023-04-22,171,Phone,2,99.0,198.0
384,2023-11-13,159,Phone,2,199.0,398.0
385,2023-06-22,201,Phone,3,199.0,597.0
386,2023-02-12,962,Tablet,5,299.0,1495.0
387,2023-06-09,583,Phone,2,299.0,598.0
388,2023-05-21,876,Tablet,1,299.0,299.0
389,2022-02-05,371,Laptop,1,99.0,99.0
391,2022-01-20,1002,Phone,2,199.0,398.0
393,2023-05-27,976,Phone,3,499.0,1497.0
394,2023-02-04,798,Tablet,2,49.0,98.0
395,2023-10-16,658,Phone,4,99.0,396.0
396,2023-04-16,882,Laptop,2,199.0,398.0
397,2022-05-23,733,Laptop,3,299.0,897.0
398,2022-04-02,423,Phone,1,199.0,199.0
399,2022-12-20,572,Phone,4,299.0,1196.0
400,2023-12-28,171,Phone,2,99.0,198.0
401,2022-02-20,173,Monitor,1,49.0,49.0
402,2023-10-27,663,Laptop,1,49.0,49.0
403,2023-11-29,453,Tablet,4,199.0,796.0
405,2022-07-09,494,Tablet,2,99.0,198.0
406,2022-05-05,620,Tablet,1,199.0,199.0
407,2022-05-30,1028,Phone,2,49.0,98.0
408,2022-11-10,1117,Phone,3,49.0,147.0
409,2023-07-24,919,Monitor,1,299.0,299.0
410,2022-12-08,6,Headphones,1,99.0,99.0
411,2022-11-01,288,Phone,5,299.0,1495.0
412,2023-11-23,1170,Laptop,3,499.0,1497.0
413,2023-11-13,608,Headphones,4,499.0,1996.0
414,2022-02-23,457,Phone,1,49.0,49.0
415,2023-03-20,1030,Tablet,1,199.0,199.0
416,2023-09-05,624,Phone,1,299.0,299.0
417,2022-09-21,376,Laptop,3,299.0,897.0
418,2022-02-22,447,Tablet,1,299.0,299.0
419,2023-07-26,835,Tablet,1,99.0,99.0
421,2022-01-05,811,Phone,1,199.0,199.0
422,2022-04-13,1120,Monitor,3,299.0,897.0
424,2022-12-16,849,Laptop,2,49.0,98.0
425,2022-02-16,809,Tablet,4,299.0,1196.0
426,2023-10-18,979,Monitor,1,99.0,99.0
427,2022-09-26,416,Monitor,2,49.0,98.0
428,2023-01-05,726,Tablet,5,49.0,245.0
429,2023-09-28,454,Phone,5,99.0,495.0
430,2022-04-16,150,Monitor,1,199.0,199.0
431,2023-11-01,759,Tablet,1,99.0,99.0
432,2023-10-21,779,Laptop,1,49.0,49.0
433,2023-10-19,973,Phone,3,49.0,147.0
434,2022-04-30,763,Phone,3,99.0,297.0
435,2023-08-27,1002,Tablet,2,299.0,598.0
436,2022-02-27,76,Phone,1,49.0,49.0
437,2022-12-12,599,Tablet,1,199.0,199.0
438,2023-04-19,225,Headphones,2,49.0,98.0
439,2022-04-27,113,Monitor,2,99.0,198.0
440,2022-05-07,251,Headphones,3,49.0,147.0
441,2023-01-28,841,Headphones,1,49.0,49.0
442,2023-10-03,714,Laptop,1,299.0,299.0
443,2022-02-27,1107,Tablet,1,199.0,199.0
444,2023-09-26,125,Phone,1,499.0,499.0
445,2023-05-28,1199,Headphones,1,49.0,49.0
447,2023-09-30,1071,Headphones,1,99.0,99.0
449,2023-07-14,30,Monitor,1,99.0,99.0
450,2023-08-24,281,Laptop,3,99.0,297.0
451,2023-05-03,924,Phone,1,99.0,99.0
452,2022-08-25,368,Monitor,2,49.0,98.0
453,2022-09-29,495,Laptop,3,999.0,2997.0
454,2022-07-08,1049,Monitor,2,199.0,398.0
455,2023-12-05,718,Laptop,5,299.0,1495.0
457,2023-08-04,606,Phone,3,199.0,597.0
458,2022-09-04,375,Tablet,5,49.0,245.0
459,2022-03-17,639,Tablet,4,199.0,796.0
460,2022-06-03,1049,Phone,1,49.0,49.0
461,2023-10-18,116,Laptop,1,99.0,99.0
462,2023-03-11,48,Laptop,1,199.0,199.0
463,2022-03-27,99,Tablet,2,299.0,598.0
464,2023-11-28,405,Tablet,3,299.0,897.0
465,2022-10-12,685,Monitor,1,299.0,299.0
466,2022-08-08,903,Tablet,2,49.0,98.0
467,2022-03-10,503,Phone,2,99.0,198.0
468,2022-02-16,894,Phone,1,49.0,49.0
469,2022-04-04,258,Laptop,4,299.0,1196.0
472,2022-08-06,810,Headphones,2,49.0,98.0
473,2023-04-19,978,Phone,1,199.0,199.0
474,2023-03-08,54,Tablet,2,499.0,998.0
475,2022-12-07,1019,Monitor,5,199.0,995.0
476,2023-07-05,784,Phone,4,49.0,196.0
478,2022-10-16,483,Laptop,1,499.0,499.0
479,2022-09-11,1013,Tablet,1,49.0,49.0
480,2022-12-23,187,Headphones,2,999.0,1998.0
481,2022-01-23,656,Tablet,1,199.0,199.0
482,2023-06-06,262,Laptop,2,99.0,198.0
484,2022-06-29,491,Monitor,1,499.0,499.0
485,2022-08-11,431,Monitor,1,299.0,299.0
486,2023-10-21,239,Tablet,5,49.0,245.0
488,2023-08-31,298,Laptop,1,49.0,49.0
490,2023-05-31,999,Monitor,2,199.0,398.0
491,2022-01-16,642,Phone,1,49.0,49.0
492,2022-12-02,827,Monitor,2,49.0,98.0
493,2022-09-15,283,Phone,3,499.0,1497.0
494,2023-05-12,591,Laptop,2,99.0,198.0
495,2022-06-09,72,Phone,2,299.0,598.0
496,2023-04-20,703,Phone,2,199.0,398.0
497,2023-10-26,575,Phone,4,299.0,1196.0
498,2023-11-21,1000,Phone,4,199.0,796.0
499,2023-11-06,892,Tablet,2,99.0,198.0
500,2023-01-15,12,Phone,1,99.0,99.0
501,2023-06-29,141,Phone,2,499.0,998.0
502,2023-11-22,17,Laptop,1,199.0,199.0
503,2023-03-03,1087,Tablet,2,99.0,198.0
504,2023-09-05,253,Phone,2,999.0,1998.0
505,2022-09-25,465,Phone,1,299.0,299.0
506,2023-07-31,376,Headphones,1,49.0,49.0
508,2022-06-17,520,Headphones,4,299.0,1196.0
509,2022-02-12,90,Phone,2,49.0,98.0
510,2023-07-10,720,Laptop,2,99.0,198.0
511,2022-10-12,804,Tablet,1,299.0,299.0
512,2023-02-01,796,Phone,2,299.0,598.0
513,2022-01-12,630,Phone,1,99.0,99.0
514,2023-08-30,1199,Laptop,2,99.0,198.0
516,2022-09-10,926,Laptop,2,199.0,398.0
517,2023-05-14,400,Headphones,1,49.0,49.0
518,2022-02-04,970,Headphones,1,49.0,49.0
519,2023-12-28,1095,Phone,5,299.0,1495.0
520,2022-03-31,1148,Monitor,1,299.0,299.0
521,2023-08-28,797,Tablet,1,199.0,199.0
522,2023-08-25,195,Monitor,2,99.0,198.0
523,2023-02-22,228,Phone,4,99.0,396.0
524,2022-04-25,461,Monitor,1,99.0,99.0
526,2022-07-15,1045,Headphones,4,299.0,1196.0
527,2023-05-16,64,Phone,1,99.0,99.0
528,2023-09-18,165,Phone,1,99.0,99.0
529,2023-05-08,27,Monitor,1,199.0,199.0
530,2022-03-16,1012,Monitor,3,199.0,597.0
532,2023-01-11,281,Phone,1,499.0,499.0
533,2023-02-24,838,Phone,2,299.0,598.0
534,2023-12-30,831,Headphones,2,199.0,398.0
535,2022-10-04,1188,Monitor,1,499.0,499.0
536,2023-11-07,918,Monitor,2,299.0,598.0
537,2023-01-29,224,Laptop,1,299.0,299.0
539,2022-07-11,1170,Tablet,2,99.0,198.0
540,2023-11-20,965,Monitor,4,99.0,396.0
541,2022-04-09,950,Laptop,1,499.0,499.0
542,2023-07-02,1054,Headphones,4,299.0,1196.0
543,2022-04-06,45,Tablet,2,999.0,1998.0
545,2023-10-25,34,Phone,3,199.0,597.0
547,2022-02-06,830,Tablet,5,199.0,995.0
548,2023-01-04,221,Laptop,4,49.0,196.0
549,2023-11-26,534,Phone,1,49.0,49.0
550,2023-06-09,692,Monitor,1,49.0,49.0
551,2022-10-06,932,Laptop,1,199.0,199.0
552,2022-08-05,841,Phone,1,99.0,99.0
553,2022-09-30,1011,Phone,1,49.0,49.0
554,2022-03-03,582,Tablet,1,99.0,99.0
555,2023-08-19,1140,Monitor,2,49.0,98.0
556,2023-12-30,239,Phone,1,999.0,999.0
557,2022-12-08,441,Monitor,3,99.0,297.0
558,2023-02-01,148,Tablet,3,99.0,297.0
559,2023-11-30,1033,Laptop,2,499.0,998.0
560,2022-01-19,388,Phone,4,199.0,796.0
561,2022-06-26,1074,Phone,1,299.0,299.0
563,2023-01-31,638,Monitor,2,999.0,1998.0
564,2023-03-21,278,Tablet,2,99.0,198.0
566,2022-03-17,589,Phone,4,499.0,1996.0
567,2022-09-22,649,Phone,5,199.0,995.0
568,2023-03-31,618,Tablet,2,299.0,598.0
569,2023-12-19,135,Phone,3,199.0,597.0
571,2023-07-18,1171,Phone,1,99.0,99.0
573,2023-01-02,478,Headphones,1,199.0,199.0
574,2022-05-24,1183,Phone,1,99.0,99.0
575,2022-03-10,384,Phone,1,299.0,299.0
576,2022-04-09,163,Headphones,2,199.0,398.0
577,2023-01-31,441,Phone,1,49.0,49.0
578,2022-01-25,415,Tablet,2,299.0,598.0
579,2023-04-14,288,Laptop,1,299.0,299.0
582,2022-05-31,130,Headphones,1,99.0,99.0
583,2022-05-24,194,Monitor,4,199.0,796.0
585,2022-02-08,144,Monitor,1,199.0,199.0
586,2022-04-19,16,Tablet,2,99.0,198.0
587,2023-11-24,423,Phone,2,99.0,198.0
590,2023-02-02,1131,Phone,5,299.0,1495.0
591,2022-08-11,1112,Headphones,2,199.0,398.0
593,2022-05-13,907,Tablet,2,199.0,398.0
594,2022-06-12,887,Phone,1,49.0,49.0
595,2022-08-03,341,Phone,1,49.0,49.0
596,2022-08-23,4,Laptop,2,499.0,998.0
597,2023-10-20,306,Phone,4,499.0,1996.0
598,2023-08-11,908,Tablet,1,99.0,99.0
599,2022-01-09,607,Phone,3,199.0,597.0
600,2022-03-15,992,Phone,1,199.0,199.0
604,2023-06-03,711,Laptop,4,499.0,1996.0
605,2022-06-23,1132,Laptop,2,999.0,1998.0
607,2022-06-17,410,Tablet,5,499.0,2495.0
608,2022-06-19,818,Monitor,4,299.0,1196.0
610,2023-09-26,493,Tablet,4,199.0,796.0
611,2022-07-13,12,Phone,1,49.0,49.0
612,2023-06-01,195,Phone,3,199.0,597.0
613,2022-01-29,490,Laptop,2,299.0,598.0
614,2022-06-14,795,Laptop,4,99.0,396.0
615,2023-02-26,881,Phone,3,99.0,297.0
616,2022-12-05,182,Laptop,1,199.0,199.0
617,2023-10-10,962,Headphones,3,99.0,297.0
618,2023-05-11,656,Phone,1,99.0,99.0
619,2022-12-31,694,Laptop,1,49.0,49.0
620,2022-12-08,30,Phone,1,999.0,999.0
621,2023-05-15,1120,Tablet,4,299.0,1196.0
622,2023-10-19,778,Laptop,1,49.0,49.0
623,2023-05-26,444,Headphones,2,299.0,598.0
624,2022-11-23,298,Headphones,1,299.0,299.0
625,2022-08-05,808,Phone,5,49.0,245.0
626,2022-10-28,845,Phone,1,99.0,99.0
627,2022-05-12,1016,Laptop,3,199.0,597.0
628,2022-03-11,554,Tablet,4,199.0,796.0
629,2022-09-09,303,Phone,1,299.0,299.0
630,2023-02-19,421,Phone,1,99.0,99.0
631,2023-03-21,185,Phone,3,49.0,147.0
633,2022-06-16,754,Phone,3,99.0,297.0
634,2022-04-01,363,Phone,1,299.0,299.0
635,2023-12-15,336,Tablet,4,49.0,196.0
636,2023-06-15,162,Tablet,1,99.0,99.0
637,2022-02-08,1184,Headphones,2,99.0,198.0
638,2022-05-06,12,Laptop,3,49.0,147.0
